# Phase, F_N(4.94),Q_N(4.94),U_N(4.94), PA, dop, PA_org
5.353535354e-01,2.442677586e-05,-1.584813460e-05,-1.751290364e-05,-1.153167127e+00,9.669376573e-01,2.034203045e+00
5.454545455e-01,3.606307314e-05,-2.077011568e-05,-2.921609325e-05,-1.094404655e+00,9.939970178e-01,2.054057231e+00
5.555555556e-01,4.596095005e-05,-2.232119375e-05,-3.913383705e-05,-1.044576156e+00,9.802258880e-01,2.120261135e+00
5.656565657e-01,5.438693640e-05,-2.275269374e-05,-4.954379132e-05,-1.000655500e+00,1.002419955e+00,2.160251395e+00
5.757575758e-01,6.644618749e-05,-2.063200674e-05,-6.219052817e-05,-9.455627682e-01,9.861151924e-01,2.187744977e+00
5.858585859e-01,7.873813316e-05,-1.687203602e-05,-7.712341877e-05,-8.930849832e-01,1.002657384e+00,2.264355718e+00
5.959595960e-01,8.709712428e-05,-9.885836047e-06,-8.452581733e-05,-8.436118978e-01,9.770926472e-01,2.306318018e+00
6.060606061e-01,9.403858434e-05,-2.167222512e-06,-9.251083614e-05,-7.971093654e-01,9.840239380e-01,2.381879410e+00
6.161616162e-01,9.862679202e-05,8.261857561e-06,-9.749259368e-05,-7.431274397e-01,9.920431815e-01,2.395038160e+00
6.262626263e-01,1.052581658e-04,1.932977952e-05,-1.018224236e-04,-6.915953026e-01,9.846357122e-01,2.448285526e+00
6.363636364e-01,1.096340671e-04,3.169543654e-05,-1.033473230e-04,-6.366073181e-01,9.859930372e-01,2.525518284e+00
6.464646465e-01,1.127199630e-04,4.318733609e-05,-1.022623250e-04,-5.855992951e-01,9.848103700e-01,2.580226389e+00
6.565656566e-01,1.157746530e-04,5.510795472e-05,-9.981571658e-05,-5.331722918e-01,9.848254342e-01,2.629120238e+00
6.666666667e-01,1.155050355e-04,6.563076324e-05,-9.306089881e-05,-4.782793412e-01,9.858958256e-01,2.663602474e+00
6.767676768e-01,1.165331938e-04,7.586153329e-05,-8.616884633e-05,-4.244630117e-01,9.851644982e-01,2.747009092e+00
6.868686869e-01,1.165679835e-04,8.470599606e-05,-7.754996036e-05,-3.706616739e-01,9.852089122e-01,2.784417825e+00
6.969696970e-01,1.154204988e-04,9.175970608e-05,-6.717019622e-05,-3.159480357e-01,9.852456124e-01,2.810023119e+00
7.070707071e-01,1.135326632e-04,9.679194850e-05,-5.604483852e-05,-2.624264943e-01,9.851507955e-01,2.923334413e+00
7.171717172e-01,1.111264297e-04,1.001367182e-04,-4.423254970e-05,-2.079741520e-01,9.851024032e-01,2.931192063e+00
7.272727273e-01,1.090222856e-04,1.023936561e-04,-3.247656714e-05,-1.535685038e-01,9.853087644e-01,2.146508280e+00
7.373737374e-01,1.059872978e-04,1.023253786e-04,-2.076605143e-05,-1.001110918e-01,9.851299724e-01,1.643794267e+00
7.474747475e-01,1.022038377e-04,1.002308219e-04,-9.540559892e-06,-4.744998459e-02,9.851279915e-01,9.815145403e-01
7.575757576e-01,9.922925990e-05,9.778893113e-05,1.007215052e-06,5.149761965e-03,9.855371107e-01,-1.071930259e-02
7.676767677e-01,9.528846718e-05,9.314271076e-05,1.068986273e-05,5.713434291e-02,9.838980232e-01,3.651612115e-01
7.777777778e-01,9.143605804e-05,8.792977967e-05,1.950664479e-05,1.091539798e-01,9.850326699e-01,-1.719534441e+00
7.878787879e-01,8.740791046e-05,8.175274836e-05,2.696625618e-05,1.593067611e-01,9.848693215e-01,-2.377051521e+00
7.979797980e-01,8.321327583e-05,7.482986804e-05,3.341174118e-05,2.099708997e-01,9.848225653e-01,-2.921527967e+00
8.080808081e-01,7.902166763e-05,6.764001631e-05,3.845725057e-05,2.584896127e-01,9.846451584e-01,-2.870007388e+00
8.181818182e-01,7.526415336e-05,6.050519672e-05,4.264175215e-05,3.069573340e-01,9.834908210e-01,-2.811659042e+00
8.282828283e-01,7.099417480e-05,5.307534570e-05,4.554613397e-05,3.546007145e-01,9.851350409e-01,-2.783660070e+00
8.383838384e-01,6.692599352e-05,4.577536987e-05,4.739785053e-05,4.014049990e-01,9.845711773e-01,-2.762332816e+00
8.484848485e-01,6.280131176e-05,3.898033376e-05,4.819948190e-05,4.453776266e-01,9.870679838e-01,-2.695337972e+00
8.585858586e-01,5.864164700e-05,3.217718805e-05,4.814553998e-05,4.908209650e-01,9.874934387e-01,-2.635692850e+00
8.686868687e-01,5.496195358e-05,2.571458826e-05,4.741351219e-05,5.369237612e-01,9.813652788e-01,-2.602636743e+00
8.787878788e-01,5.098306295e-05,2.029857675e-05,4.590451389e-05,5.772275300e-01,9.844876678e-01,-2.558596273e+00
8.888888889e-01,4.764975593e-05,1.521867034e-05,4.435300682e-05,6.201292021e-01,9.840833894e-01,-2.516000152e+00
8.989898990e-01,4.397585204e-05,1.066028319e-05,4.192919770e-05,6.609132523e-01,9.837930980e-01,-2.512509889e+00
9.090909091e-01,4.010280525e-05,6.550057096e-06,3.902541282e-05,7.022527264e-01,9.867458997e-01,-2.481600453e+00
9.191919192e-01,3.625185417e-05,3.070309692e-06,3.571804505e-05,7.425237451e-01,9.889084112e-01,-2.398863903e+00
9.292929293e-01,3.393960933e-05,1.539069067e-07,3.334082401e-05,7.830900949e-01,9.823677968e-01,-2.373882966e+00
9.393939394e-01,3.023209536e-05,-2.030824441e-06,2.961075235e-05,8.196365576e-01,9.817484150e-01,-2.316076984e+00
9.494949495e-01,2.733826458e-05,-3.911965581e-06,2.641014854e-05,8.589253177e-01,9.765910205e-01,-2.307327510e+00
9.595959596e-01,2.484327125e-05,-5.507397666e-06,2.354905324e-05,9.002681873e-01,9.734823256e-01,-2.276137960e+00
9.696969697e-01,2.104908832e-05,-5.869095643e-06,1.997056740e-05,9.283178627e-01,9.888853477e-01,-2.246589457e+00
9.797979798e-01,1.822132721e-05,-6.796711595e-06,1.647936006e-05,9.809893899e-01,9.783015632e-01,-2.174909590e+00
9.898989899e-01,1.551980049e-05,-6.511692226e-06,1.402746428e-05,1.002702215e+00,9.964807960e-01,-2.121297565e+00
1.000000000e+00,1.305812219e-05,-6.339312827e-06,1.126729825e-05,1.041642025e+00,9.900520736e-01,-2.114068215e+00
