#muN= 30 ; mu:       Intensity:   polarization degree:
-1.0                2.05824394045       0.0839032589694     
-0.966666666667     1.89390406042       -0.111138861199     
-0.933333333333     2.09561561066       -0.0716770102806    
-0.9                2.24880557301       -0.0351479815558    
-0.866666666667     2.33393810742       -0.000476528415785  
-0.833333333333     2.35050955504       0.0204947273196     
-0.8                2.32568025923       0.0360258305789     
-0.766666666667     2.27224999283       0.0465041861937     
-0.733333333333     2.20429967581       0.0542554267924     
-0.7                2.12966661184       0.0601412039434     
-0.666666666667     2.05124268615       0.0635151202614     
-0.633333333333     1.97150300858       0.066534712509      
-0.6                1.89433296279       0.0678481305434     
-0.566666666667     1.82009316598       0.0681747245148     
-0.533333333333     1.74833293717       0.0673406986056     
-0.5                1.67877322194       0.0676589813743     
-0.466666666667     1.61393226291       0.0656946098266     
-0.433333333333     1.55055974268       0.0632473427578     
-0.4                1.49310641562       0.0606616741052     
-0.366666666667     1.43605601821       0.0575722363028     
-0.333333333333     1.38173661514       0.0540575851354     
-0.3                1.33312013922       0.0497946368828     
-0.266666666667     1.2845036633        0.0452089966411     
-0.233333333333     1.2362851792        0.0402472679116     
-0.2                1.19363570661       0.0346980583404     
-0.166666666667     1.15098623403       0.0287375999558     
-0.133333333333     1.11154687401       0.0222392548698     
-0.1                1.07436458267       0.0153359204895     
-0.0666666666667    1.03718229134       0.00793762627001    
-0.0333333333333    1.0                 -1.08390116258e-05  
