#muN= 40 ; mu:       Intensity:   polarization degree:
-1.0                0.01430454898       -0.407991443525     
-0.975              0.0147661957065     -0.413531250342     
-0.95               0.0157021609021     -0.399291844884     
-0.925              0.0164271489389     -0.394004276319     
-0.9                0.0171904564811     -0.388035986061     
-0.875              0.0179908352548     -0.381355487999     
-0.85               0.01883517774       -0.373958752236     
-0.825              0.0197303869621     -0.365824053376     
-0.8                0.0206835111152     -0.35693655962      
-0.775              0.0217017516604     -0.347279797808     
-0.75               0.02279140972       -0.336862891893     
-0.725              0.0239575812558     -0.325717007346     
-0.7                0.0252031263812     -0.313908661965     
-0.675              0.0265285072487     -0.301535538679     
-0.65               0.0279321319279     -0.28870144716      
-0.625              0.0294095359411     -0.275546194844     
-0.6                0.030955051563      -0.262184885942     
-0.575              0.0325614214449     -0.248728553275     
-0.55               0.0342205502195     -0.235280452543     
-0.525              0.035923864802      -0.221923321151     
-0.5                0.0376627541546     -0.20871416096      
-0.475              0.0394289686913     -0.195699961332     
-0.45               0.0412146269182     -0.182916723847     
-0.425              0.0430121276493     -0.170380225608     
-0.4                0.0448149030732     -0.158099969456     
-0.375              0.0466171086182     -0.146079244369     
-0.35               0.0484132872258     -0.134317170725     
-0.325              0.0501988352447     -0.122802757787     
-0.3                0.0519698486679     -0.11152760385      
-0.275              0.0537232123475     -0.100482946136     
-0.25               0.055456178882      -0.0896529572909    
-0.225              0.0571663204742     -0.0790266533867    
-0.2                0.0588517721408     -0.068594618234     
-0.175              0.0605114929402     -0.0583422593264    
-0.15               0.0621446586217     -0.0482568276598    
-0.125              0.0637504506117     -0.0383268678748    
-0.1                0.06532825429       -0.02854482736      
-0.075              0.0668779755223     -0.0189039108389    
-0.05               0.0683998671824     -0.00939249979979   
-0.025              0.0698941769417     4.53657028983e-07   
