#muN= 40 ; mu:       Intensity:   polarization degree:
-1.0                0.305420146224      -0.207893522084     
-0.975              0.320573591907      -0.200241568492     
-0.95               0.337551195879      -0.192435005866     
-0.925              0.356603324832      -0.181693813803     
-0.9                0.373773322875      -0.171729103668     
-0.875              0.386851378302      -0.161960626574     
-0.85               0.394738561498      -0.153686587731     
-0.825              0.39809427606       -0.146485441199     
-0.8                0.397822723547      -0.140152129913     
-0.775              0.394812900388      -0.134691752732     
-0.75               0.389807374355      -0.129957852072     
-0.725              0.383482174232      -0.125710324982     
-0.7                0.376395055661      -0.12149381748      
-0.675              0.368907917538      -0.11713901311      
-0.65               0.361201162351      -0.112818320058     
-0.625              0.353390677711      -0.108600574969     
-0.6                0.345579031828      -0.104532149667     
-0.575              0.337848041314      -0.100613470536     
-0.55               0.330264261686      -0.096807008109     
-0.525              0.322882544514      -0.0930416915215    
-0.5                0.315748465938      -0.089216027719     
-0.475              0.308894435068      -0.0852659709718    
-0.45               0.30232337396       -0.0812073181793    
-0.425              0.296028144687      -0.0770481257806    
-0.4                0.290000756069      -0.0727946066485    
-0.375              0.284233216928      -0.0684535729845    
-0.35               0.278717417021      -0.0640320108221    
-0.325              0.2734439422        -0.0595329236294    
-0.3                0.268402652831      -0.054956796299     
-0.275              0.263583727473      -0.0503050071324    
-0.25               0.258977430702      -0.0455790463598    
-0.225              0.254574029488      -0.0407801781521    
-0.2                0.250364039634      -0.0359103299009    
-0.175              0.246338439628      -0.030972973873     
-0.15               0.242488258349      -0.0259715991411    
-0.125              0.238804524679      -0.0209094606046    
-0.1                0.235278297342      -0.0157896371925    
-0.075              0.231901248481      -0.0106174665266    
-0.05               0.228665625644      -0.00540056692212   
-0.025              0.225563698611      -0.00014655658685   
