   39deg:     5.94145e-07     2.87122e-06     1.18510e-05     3.57138e-05     6.01926e-05     4.86838e-05     4.21198e-05     4.35862e-05     4.23457e-05     3.86013e-05     3.33723e-05     2.72856e-05     2.09037e-05     1.48651e-05     9.70040e-06     5.69403e-06     2.88791e-06     1.16312e-06     3.11347e-07     3.81011e-08     9.75104e-10
  Sc.N.0:     5.94145e-07     2.87122e-06     1.18510e-05     3.57138e-05     6.01926e-05     4.86838e-05     4.21198e-05     4.35862e-05     4.23457e-05     3.86013e-05     3.33723e-05     2.72856e-05     2.09037e-05     1.48651e-05     9.70040e-06     5.69403e-06     2.88791e-06     1.16312e-06     3.11347e-07     3.81011e-08     9.75104e-10
  Sc.N.0:     2.67452e-07     1.22284e-06     5.04822e-06     1.49406e-05     2.17748e-05     7.54023e-06     1.75660e-07     3.11285e-11     8.50782e-19     3.23218e-33     5.67983e-60    6.46210e-109    8.94430e-198     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
  Sc.N.1:     1.68957e-07     7.99857e-07     3.28248e-06     9.75713e-06     1.51853e-05     7.92143e-06     1.80026e-06     2.94171e-07     2.59702e-08     9.97428e-10     1.54330e-11     7.15039e-14     5.43305e-17     8.87912e-21     2.57706e-25     1.88653e-31     4.99171e-39     1.37122e-47     3.00140e-59     4.01342e-74     1.44483e-90
  Sc.N.2:     7.83432e-08     3.98142e-07     1.63052e-06     4.93718e-06     8.98912e-06     8.75762e-06     6.35058e-06     3.82422e-06     1.77142e-06     5.90278e-07     1.33701e-07     1.95140e-08     1.73326e-09     8.88626e-11     2.47985e-12     3.55300e-14     2.31348e-16     5.24842e-19     3.48420e-22     3.99503e-26     6.13842e-31
  Sc.N.3:     3.74138e-08     2.04115e-07     8.41838e-07     2.62040e-06     5.54089e-06     7.71817e-06     8.01633e-06     6.42046e-06     3.94281e-06     1.85112e-06     6.65440e-07     1.83308e-07     3.84041e-08     5.99013e-09     6.71165e-10     5.14513e-11     2.52285e-12     7.12166e-14     9.66244e-16     4.55872e-18     4.03527e-21
  Sc.N.4:     1.92972e-08     1.10388e-07     4.61424e-07     1.47769e-06     3.45875e-06     5.82782e-06     7.41927e-06     7.35323e-06     5.78955e-06     3.69178e-06     1.93941e-06     8.48380e-07     3.09279e-07     9.29949e-08     2.25630e-08     4.26195e-09     5.91651e-10     5.47222e-11     2.82735e-12     5.87424e-14     2.56588e-16
  Sc.N.5:     1.04069e-08     6.12715e-08     2.60115e-07     8.55430e-07     2.14525e-06     4.06976e-06     5.98516e-06     7.00512e-06     6.67819e-06     5.28714e-06     3.52516e-06     1.99437e-06     9.58525e-07     3.89442e-07     1.32169e-07     3.66086e-08     7.91367e-09     1.22359e-09     1.14127e-10     4.59568e-12     4.04063e-14
  Sc.N.6:     5.72881e-09     3.43835e-08     1.48257e-07     4.99743e-07     1.32016e-06     2.72779e-06     4.47956e-06     5.97335e-06     6.60130e-06     6.14898e-06     4.88793e-06     3.34233e-06     1.97351e-06     1.00565e-06     4.39250e-07     1.61525e-07     4.80603e-08     1.06476e-08     1.48293e-09     9.21493e-11     1.25352e-12
  Sc.N.7:     3.18724e-09     1.94078e-08     8.49464e-08     2.92989e-07     8.07564e-07     1.78409e-06     3.19857e-06     4.73486e-06     5.88772e-06     6.24114e-06     5.70473e-06     4.53328e-06     3.14702e-06     1.91003e-06     1.00806e-06     4.55058e-07     1.69107e-07     4.76588e-08     8.59125e-09     6.97580e-10     1.22457e-11
  Sc.N.8:     1.78532e-09     1.09998e-08     4.88329e-08     1.72072e-07     4.91791e-07     1.14781e-06     2.21123e-06     3.56662e-06     4.88718e-06     5.76306e-06     5.91059e-06     5.31437e-06     4.21033e-06     2.94293e-06     1.80640e-06     9.58674e-07     4.23864e-07     1.43929e-07     3.16058e-08     3.13484e-09     6.61234e-11
  Sc.N.9:     1.00510e-09     6.25499e-09     2.81415e-08     1.01156e-07     2.98429e-07     7.29615e-07     1.49303e-06     2.58829e-06     3.84896e-06     4.96624e-06     5.61395e-06     5.60203e-06     4.95936e-06     3.90080e-06     2.71458e-06     1.64673e-06     8.39651e-07     3.31763e-07     8.53328e-08     9.89636e-09     2.39641e-10
 Sc.N.10:     5.68138e-10     3.56681e-09     1.62493e-08     5.95009e-08     1.80561e-07     4.59500e-07     9.90147e-07     1.82582e-06     2.91259e-06     4.06058e-06     4.99133e-06     5.44798e-06     5.30556e-06     4.61720e-06     3.57670e-06     2.43112e-06     1.39872e-06     6.27844e-07     1.84217e-07     2.42755e-08     6.55800e-10
   25deg:     6.52823e-07     3.14865e-06     1.30027e-05     3.90621e-05     6.42407e-05     4.72915e-05     3.82138e-05     3.97476e-05     3.86392e-05     3.51369e-05     3.03274e-05     2.47788e-05     1.89718e-05     1.34766e-05     8.77750e-06     5.13652e-06     2.59322e-06     1.03788e-06     2.75674e-07     3.34394e-08     8.47443e-10
  Sc.N.0:     6.52823e-07     3.14865e-06     1.30027e-05     3.90621e-05     6.42407e-05     4.72915e-05     3.82138e-05     3.97476e-05     3.86392e-05     3.51369e-05     3.03274e-05     2.47788e-05     1.89718e-05     1.34766e-05     8.77750e-06     5.13652e-06     2.59322e-06     1.03788e-06     2.75674e-07     3.34394e-08     8.47443e-10
  Sc.N.0:     3.28163e-07     1.51476e-06     6.25633e-06     1.85161e-05     2.69854e-05     9.34431e-06     2.17677e-07     3.85707e-11     1.05401e-18     4.00307e-33     7.03077e-60    7.99156e-109    1.10429e-197     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
  Sc.N.1:     1.78581e-07     8.45434e-07     3.47410e-06     1.03147e-05     1.58109e-05     7.58759e-06     1.34325e-06     1.62322e-07     1.06874e-08     3.11530e-10     3.61755e-12     1.09053e-14     5.06134e-18     6.13700e-22     7.87187e-27     1.77538e-33     3.81044e-41     2.12483e-50     4.78495e-63     5.76483e-78     1.07312e-95
  Sc.N.2:     7.49023e-08     3.81188e-07     1.56197e-06     4.72473e-06     8.52158e-06     8.10844e-06     5.84817e-06     3.58805e-06     1.69336e-06     5.70772e-07     1.30326e-07     1.91573e-08     1.71297e-09     8.83237e-11     2.47446e-12     3.55108e-14     2.30920e-16     5.21440e-19     3.43244e-22     3.88915e-26     5.88445e-31
  Sc.N.3:     3.40429e-08     1.87084e-07     7.71980e-07     2.40407e-06     5.08776e-06     7.10359e-06     7.41239e-06     5.96062e-06     3.65638e-06     1.70215e-06     6.01717e-07     1.61556e-07     3.27171e-08     4.90101e-09     5.24975e-10     3.83342e-11     1.78412e-12     4.76301e-14     6.09015e-16     2.69684e-18     2.22906e-21
  Sc.N.4:     1.72060e-08     9.94387e-08     4.16119e-07     1.33472e-06     3.13711e-06     5.31899e-06     6.80403e-06     6.75966e-06     5.32011e-06     3.38371e-06     1.77154e-06     7.72661e-07     2.81107e-07     8.43799e-08     2.04185e-08     3.83848e-09     5.28837e-10     4.84009e-11     2.46829e-12     5.05065e-14     2.16716e-16
  Sc.N.5:     9.18962e-09     5.47106e-08     2.32664e-07     7.66826e-07     1.93163e-06     3.68642e-06     5.44725e-06     6.39479e-06     6.10477e-06     4.83416e-06     3.22133e-06     1.82014e-06     8.72729e-07     3.53161e-07     1.19098e-07     3.26828e-08     6.97517e-09     1.06072e-09     9.69501e-11     3.81329e-12     3.26603e-14
  Sc.N.6:     5.02855e-09     3.05292e-08     1.31926e-07     4.45809e-07     1.18262e-06     2.45662e-06     4.05318e-06     5.42390e-06     6.00831e-06     5.60432e-06     4.45721e-06     3.04663e-06     1.79640e-06     9.13074e-07     3.97268e-07     1.45292e-07     4.29158e-08     9.41958e-09     1.29716e-09     7.95491e-11     1.06568e-12
  Sc.N.7:     2.78602e-09     1.71648e-08     7.53162e-08     2.60472e-07     7.20739e-07     1.59989e-06     2.88129e-06     4.28120e-06     5.33879e-06     5.67048e-06     5.18907e-06     4.12483e-06     2.86191e-06     1.73435e-06     9.12899e-07     4.10396e-07     1.51600e-07     4.23820e-08     7.56348e-09     6.06853e-10     1.05070e-11
