#muN= 40 ; mu:       Intensity:   polarization degree:
-1.0                0.15869824518       -0.0483432926329    
-0.975              0.174059828882      -0.0356432204877    
-0.95               0.18672220226       -0.0263237388855    
-0.925              0.197013770136      -0.0182459056897    
-0.9                0.203984236545      -0.010111085571     
-0.875              0.207708629465      -0.00382655565501   
-0.85               0.208655489268      0.000653875592593   
-0.825              0.207412050033      0.00400210741824    
-0.8                0.204558993686      0.00679549803663    
-0.775              0.20060813009       0.0092293598839     
-0.75               0.196006713532      0.0111783217854     
-0.725              0.191052168495      0.0125943828943     
-0.7                0.185910508781      0.0137189256331     
-0.675              0.180705537942      0.0146364004072     
-0.65               0.175540197449      0.0153210637825     
-0.625              0.170488011826      0.0157238910447     
-0.6                0.165576973224      0.0159237116158     
-0.575              0.160820126763      0.0159851746751     
-0.55               0.156227885631      0.0159651180577     
-0.525              0.151803711156      0.0158828314154     
-0.5                0.147549609704      0.0157506856023     
-0.475              0.143465359479      0.015567619426      
-0.45               0.139549104977      0.0153212881413     
-0.425              0.135798767594      0.0149981104754     
-0.4                0.132209509392      0.0145897823295     
-0.375              0.12877430764       0.0140955729897     
-0.35               0.12548607526       0.0135155877225     
-0.325              0.122337733424      0.0128505037733     
-0.3                0.119322291374      0.0121022515359     
-0.275              0.116432811649      0.011273818497      
-0.25               0.11366235753       0.0103688500613     
-0.225              0.111003992301      0.00939163959077    
-0.2                0.108450830216      0.00834758414809    
-0.175              0.105996415382      0.00724677360883    
-0.15               0.103634507505      0.00610239914822    
-0.125              0.101358867911      0.00492888517407    
-0.1                0.0991632579242     0.00374186752595    
-0.075              0.0970414766003     0.00255857603698    
-0.05               0.0949877439664     0.00140190786695    
-0.025              0.0929965434945     0.000299243424037   
